价格,面积,编号,户型,楼层,朝向,位置1,位置2,小区,地铁
1600,20,143053-A,3室1卫,5/11层,南,江夏区,秀湖,现代森林小镇,地铁：距2号线秀湖站800米
940,8,143382-C,4室1卫,3/11层,东,洪山区,光谷软件园,东林外庐,地铁：距11号线关山大道站2900米
1160,17,142503-B,4室1卫,4/6层,南,洪山区,建安街,南湖沁康园,地铁：距7号线建安街站300米
1250,16,147635-C,5室2卫,7/11层,南,江夏区,光谷火车站,光谷陆景苑,"地铁：距11号线,2号线光谷火车站站1100米"
1340,27,147834-A,3室1卫,2/6层,西,洪山区,光谷软件园,芭比伦堡,地铁：距2号线金融港北站1850米
1020,9,150612-B,4室1卫,16/28层,北,洪山区,虎泉,万科主场,"地铁：距8号线,11号线马房山站750米"
1490,16,150379-A,4室1卫,13/30层,北,洪山区,光谷广场,新都汇,"地铁：距2号线,11号线光谷广场站500米"
1340,14,14849-C,3室1卫,8/25层,南,武昌区,新生路,水岸国际时代上城,地铁：距5号线新生路站550米
1420,15,15194-B,3室1卫,13/26层,南,武昌区,秦园路,兴华嘉天下,地铁：距12号线秦园路站550米
1250,11,15456-C,3室1卫,2/4层,北,洪山区,关山大道,关山春晓,地铁：距11号线关山大道站1000米
1080,9,16498-D,5室1卫,15/33层,南,洪山区,光谷广场,光谷中心花园,"地铁：距2号线,11号线光谷广场站250米"
1580,20,21996-A,4室1卫,4/29层,南,洪山区,光谷软件园,联想江城雅居,"地铁：距2号线,11号线光谷广场站3200米"
1420,17,21453-A,4室1卫,24/27层,南,江汉区,范湖,三金鑫城国际润雅苑,"地铁：距2号线,3号线范湖站650米"
1280,21,20357-B,4室1卫,7/34层,东南,武昌区,湖北大学,三角花园王家湾小区,地铁：距7号线湖北大学站200米
1320,15,27786-C,3室1卫,3/34层,西北,洪山区,光谷软件园,金地格林东郡,地铁：距11号线关山大道站1450米
1060,8,28182-C,4室1卫,9/12层,东南,洪山区,光谷软件园,东林外庐,地铁：距11号线关山大道站2900米
1370,11,28842-A,3室1卫,13/32层,西北,洪山区,光谷软件园,长城坐标城,地铁：距2号线黄龙山路站1600米
920,13,31327-A,4室1卫,27/46层,南,汉阳区,十里铺,纽宾凯都会中心汀澜公馆,地铁：距4号线十里铺站1000米
930,14,31876-D,4室1卫,20/46层,南,汉阳区,十里铺,纽宾凯都会中心汀澜公馆,地铁：距4号线十里铺站1000米
1430,19,32385-B,4室1卫,6/29层,南,汉阳区,十里铺,汉府上院,地铁：距4号线十里铺站600米
1440,13,32121-C,3室1卫,22/30层,东北,江岸区,大智路,中城国际,"地铁：距1号线,6号线大智路站450米"
1190,12,33565-D,4室1卫,6/21层,南,洪山区,光谷广场,洪福家园,"地铁：距2号线,11号线光谷广场站900米"
990,13,33058-D,4室1卫,3/32层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1070,13,34367-B,4室1卫,6/18层,南,江岸区,二七路,东立国际,地铁：距1号线二七路站450米
1250,9,35296-C,3室1卫,12/12层,南,硚口区,崇仁路,裕亚俊园,地铁：距1号线崇仁路站600米
1180,14,38466-A,4室1卫,1/7层,南,洪山区,马房山,博文花园,"地铁：距8号线,11号线马房山站250米"
1040,13,38853-B,3室1卫,14/33层,南,武昌区,徐东,武铁佳苑,地铁：距8号线徐东站750米
1310,9,39878-B,4室1卫,18/30层,北,洪山区,光谷软件园,联想江城雅居,"地铁：距2号线,11号线光谷广场站3200米"
1690,17,39904-C,3室1卫,2/28层,南,硚口区,常码头,泛海国际桂海园,"地铁：距12号线,7号线常码头站700米"
1180,12,41269-C,3室1卫,16/21层,南,武昌区,宝通寺,岭秀华庭,地铁：距2号线宝通寺站800米
1300,14,42635-A,4室1卫,26/33层,南,江夏区,光谷火车站,统建天成美景,"地铁：距11号线,2号线光谷火车站站400米"
1430,13,41413-A,2室1卫,2/27层,东,洪山区,光谷广场,东谷银座,"地铁：距2号线,11号线光谷广场站500米"
1190,12,44220-B,3室1卫,23/32层,南,硚口区,常码头,泛海国际松海园,"地铁：距3号线,7号线武汉商务区站1000米"
1110,10,45074-A,3室1卫,28/32层,南,硚口区,常码头,泛海国际松海园,"地铁：距3号线,7号线武汉商务区站1000米"
1210,9,46370-A,3室1卫,5/11层,东,洪山区,光谷软件园,中建康城,地铁：距2号线金融港北站1600米
1270,18,46722-A,4室1卫,10/28层,南,洪山区,光谷大道,东湖广场,地铁：距2号线光谷大道站250米
1080,9,47827-B,4室1卫,16/45层,东,武昌区,岳家嘴,正堂山外山,地铁：距4号线岳家嘴站450米
1610,22,50002-C,4室1卫,3/6层,南,洪山区,佳园路,学府佳园,地铁：距2号线佳园路站400米
930,10,52699-D,4室1卫,6/18层,南,硚口区,古田三路,融侨锦城,地铁：距1号线古田三路站250米
1320,17,55396-C,3室1卫,23/24层,南,汉阳区,十里铺,瑞地自由度,地铁：距4号线十里铺站400米
990,10,55905-C,3室1卫,13/45层,西北,硚口区,古田二路,招商江湾国际,地铁：距1号线古田二路站500米
1040,11,56298-D,4室1卫,2/8层,北,武昌区,小东门,武昌长春小区,地铁：距7号线小东门站400米
1090,11,58432-B,4室1卫,17/29层,西北,洪山区,马房山,天下龙岭广场,"地铁：距8号线,11号线马房山站950米"
1030,11,59534-C,5室1卫,8/19层,南,汉阳区,拦江路,鹦鹉花园玫瑰湖畔,地铁：距4号线拦江路站250米
1320,16,61606-B,5室1卫,3/7层,东南,江汉区,利济北路,荣西社区,地铁：距1号线利济北路站450米
1310,20,65427-B,3室1卫,8/18层,南,武昌区,徐东,武铁佳苑,地铁：距8号线徐东站750米
810,6,62923-C,4室1卫,8/11层,北,武昌区,丁字桥路,沈家湾花园小区,地铁：距11号线丁字桥路站100米
1010,8,66090-D,4室1卫,3/8层,东南,洪山区,佳园路,新世界恒大华府,地铁：距2号线佳园路站1100米
1040,11,66870-C,4室1卫,17/46层,北,江岸区,兴业路,二七国际,"地铁：距3号线,12号线兴业路站600米"
1200,11,31719-C,5室1卫,31/34层,北,洪山区,关山大道,光谷汇景,地铁：距11号线关山大道站700米
970,14,71060-C,4室1卫,2/6层,南,江夏区,佛祖岭,藏龙新城,地铁：距2号线佛祖岭站1100米
1070,9,71549-C,4室1卫,43/45层,北,武昌区,小龟山,姚家岭新城,"地铁：距2号线,12号线小龟山站250米"
1330,21,73112-B,4室1卫,20/34层,北,汉阳区,港口村,纽宾凯汉city国际社区,地铁：距12号线港口村站300米
1120,11,65983-C,4室1卫,15/32层,南,硚口区,双墩,时代新世界,"地铁：距3号线,12号线双墩站100米"
880,11,73163-C,4室1卫,8/11层,北,江汉区,石桥(武汉),汉口花园逸松庭,地铁：距6号线石桥站500米
1160,12,72923-B,3室1卫,4/37层,西南,江岸区,罗家庄,翰林紫园,地铁：距3号线罗家庄站350米
1170,12,74552-B,4室1卫,5/18层,北,洪山区,关山大道,丽岛漫城,地铁：距11号线关山大道站900米
1190,11,72924-A,4室1卫,8/32层,北,洪山区,光谷软件园,清江山水,地铁：距2号线金融港北站2300米
970,9,73779-C,4室1卫,28/45层,北,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1320,9,73849-C,3室1卫,11/42层,东北,江汉区,青年路(武汉),汉口新界广场,地铁：距2号线青年路站350米
1130,17,75461-C,3室1卫,3/5层,东北,江夏区,佛祖岭,当代卡梅尔小镇,地铁：距2号线佛祖岭站1350米
1090,12,69420-C,3室1卫,43/45层,东,江汉区,长港路,福星城北区,"地铁：距2号线,12号线长港路站750米"
1140,9,75384-B,4室1卫,13/18层,北,洪山区,关山大道,保利花园,地铁：距11号线关山大道站300米
1030,9,77454-A,4室1卫,50/51层,西南,江汉区,汉口火车站,福星城南区,地铁：距2号线汉口火车站站800米
970,8,77276-A,4室1卫,10/11层,南,江夏区,藏龙东街,凤凰花园三期,地铁：距2号线藏龙东街站350米
1280,9,78200-C,3室1卫,13/26层,南,洪山区,杨家湾,保利华都,地铁：距2号线杨家湾站400米
1350,19,79556-A,4室1卫,26/32层,南,汉阳区,玉龙路,王家湾中央生活区,地铁：距4号线玉龙路站400米
1330,14,78820-A,4室1卫,4/7层,南,武昌区,楚河汉街,安顺花园,地铁：距4号线楚河汉街站350米
1400,19,78820-C,4室1卫,4/7层,北,武昌区,楚河汉街,安顺花园,地铁：距4号线楚河汉街站350米
810,7,80805-A,4室1卫,13/22层,东,汉阳区,七里庙,兆麟锦桦豪庭,地铁：距4号线七里庙站250米
920,9,118397-A,3室1卫,4/21层,南,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1490,9,120378-C,3室1卫,30/34层,南,江汉区,江汉路,宝利金国际广场,"地铁：距2号线,6号线江汉路站400米"
990,10,122443-B,3室1卫,28/31层,北,汉阳区,龙阳村,时代映象,地铁：距3号线龙阳村站400米
980,9,129466-B,3室1卫,16/18层,东南,洪山区,文昌路,宝安璞园二期,地铁：距8号线文昌路站800米
1600,15,129779-A,3室1卫,16/30层,西北,洪山区,街道口,未来城,地铁：距2号线街道口站100米
1180,14,130180-C,4室1卫,4/8层,北,洪山区,光谷广场,鲁巷科技苑,"地铁：距2号线,11号线光谷广场站550米"
980,13,129910-B,3室1卫,8/11层,南,硚口区,古田四路,香港映象,地铁：距1号线古田四路站200米
1190,20,131159-D,4室1卫,31/41层,东南,江汉区,汉口火车站,万科汉口传奇悦庭,地铁：距2号线汉口火车站站700米
1170,15,130911-A,3室1卫,29/40层,东南,江岸区,罗家庄,翰林紫园,地铁：距3号线罗家庄站350米
1150,11,134491-C,4室1卫,21/30层,南,汉阳区,钟家村,闽东国际城,"地铁：距4号线,6号线钟家村站200米"
1560,16,135018-B,2室1卫,9/26层,北,江汉区,三眼桥,菱湖上品,地铁：距6号线三眼桥站500米
1020,9,135385-D,4室1卫,17/33层,东北,汉阳区,丁家嘴,龙阳1号,地铁：距12号线丁家嘴站350米
1260,16,134275-A,3室1卫,30/33层,南,武昌区,徐东,武铁佳苑,地铁：距8号线徐东站750米
1330,8,137836-B,3室1卫,21/33层,东南,武昌区,楚河汉街,中国铁建1818中心,地铁：距4号线楚河汉街站150米
1090,11,137987-A,4室1卫,4/7层,北,武昌区,小龟山,太阳岛花园,"地铁：距2号线,12号线小龟山站450米"
1280,14,138517-A,3室1卫,17/28层,南,江汉区,青年路(武汉),嘉鑫大厦,地铁：距2号线青年路站400米
1120,10,139678-B,4室1卫,4/33层,北,洪山区,关山大道,保利时代,地铁：距11号线关山大道站750米
1080,17,139672-A,4室1卫,12/31层,东南,江汉区,杨汊湖,汉口秀园,地铁：距6号线杨汊湖站250米
900,10,140182-B,3室1卫,2/32层,北,汉阳区,玉龙路,磨山港湾,地铁：距4号线玉龙路站450米
1030,8,141367-B,4室1卫,30/35层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1000,9,142184-D,4室1卫,7/11层,西南,武昌区,徐家棚,佳馨花园一期,"地铁：距5号线,7号线,8号线徐家棚站500米"
1480,18,141639-C,4室1卫,30/31层,南,汉阳区,汉阳火车站,地铁汉阳城,地铁：距4号线汉阳火车站站50米
1170,16,141035-C,3室1卫,4/27层,东南,武昌区,东亭,彩城大厦,地铁：距4号线东亭站200米
1130,10,13299-D,5室1卫,33/33层,北,江夏区,佛祖岭,平安光谷春天,地铁：距2号线佛祖岭站400米
1120,11,146029-D,5室1卫,10/18层,南,洪山区,关山大道,保利花园,地铁：距11号线关山大道站300米
1080,8,146171-A,4室1卫,6/33层,东北,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1250,15,152910-D,4室1卫,31/33层,北,江夏区,秀湖,万科红郡,地铁：距2号线秀湖站1150米
1200,14,155454-C,4室2卫,2/7层,北,洪山区,光谷广场,华乐山庄,"地铁：距2号线,11号线光谷广场站650米"
1190,15,156820-B,3室1卫,4/12层,西南,洪山区,光谷大道,SBI创业街,地铁：距2号线光谷大道站750米
1320,18,158017-B,4室1卫,10/30层,南,武昌区,宝通寺,岭地金居,地铁：距2号线宝通寺站500米
1450,24,15001-A,4室1卫,11/27层,南,武昌区,新生路,融侨华府,地铁：距5号线新生路站300米
1190,7,15695-A,3室1卫,25/30层,东,洪山区,光谷软件园,联想江城雅居,"地铁：距2号线,11号线光谷广场站3200米"
1160,10,17091-C,3室1卫,25/31层,西,洪山区,虎泉,领秀城,"地铁：距2号线,11号线虎泉站750米"
1460,27,18345-D,4室1卫,1/11层,南,洪山区,光谷广场,洪福家园,"地铁：距2号线,11号线光谷广场站900米"
1150,12,21597-C,4室1卫,26/33层,东北,洪山区,光谷广场,金地天悦,地铁：距2号线杨家湾站1450米
1320,10,22794-C,3室1卫,3/11层,东南,江夏区,秀湖,现代森林小镇,地铁：距2号线秀湖站800米
1350,12,22967-C,3室1卫,6/30层,南,江夏区,佛祖岭,金地艺境,地铁：距2号线佛祖岭站800米
1110,15,22879-C,4室1卫,3/6层,东南,武昌区,秦园路,团结新村,地铁：距12号线秦园路站250米
1210,13,24121-D,4室1卫,12/27层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1280,11,24553-C,3室1卫,23/32层,南,武昌区,小东门,金涛铭座,地铁：距7号线小东门站700米
1220,13,24108-D,4室1卫,11/32层,南,洪山区,光谷软件园,金地格林东郡,地铁：距11号线关山大道站1450米
1320,13,25196-C,4室1卫,12/32层,西南,洪山区,光谷软件园,融科天域,地铁：距2号线黄龙山路站1800米
1190,14,22841-B,4室1卫,4/16层,南,武昌区,徐东,时尚欧洲,地铁：距8号线徐东站350米
1380,16,26345-B,3室1卫,23/33层,南,洪山区,光谷广场,金地雄楚一号,地铁：距2号线杨家湾站1200米
1140,8,29567-A,4室1卫,18/40层,北,武昌区,小东门,紫沙金苑,地铁：距7号线小东门站450米
1210,13,29986-D,4室1卫,3/27层,东,武昌区,岳家嘴,V7星公馆,地铁：距4号线岳家嘴站100米
1140,9,30180-D,4室1卫,5/53层,西,武昌区,东亭,金沙泊岸,地铁：距4号线东亭站700米
1410,18,32728-C,3室1卫,24/32层,南,江汉区,云飞路,泛海国际悦海园,"地铁：距2号线,3号线范湖站450米"
1050,13,33278-C,3室1卫,24/33层,北,江夏区,光谷火车站,统建天成美景,"地铁：距11号线,2号线光谷火车站站400米"
1310,17,33239-A,4室1卫,5/32层,东,汉阳区,王家湾(武汉),阳光城十里新城,"地铁：距3号线,4号线王家湾站550米"
1110,14,33729-A,4室1卫,19/28层,西南,汉阳区,龙阳村,汉阳人信汇,地铁：距3号线龙阳村站150米
970,8,33928-C,4室1卫,3/19层,西,江岸区,二七路,东立国际,地铁：距1号线二七路站450米
1170,9,32071-A,3室1卫,6/11层,北,江夏区,金融港北,万科城市花园,地铁：距2号线金融港北站1300米
1360,20,34753-A,5室1卫,15/18层,南,洪山区,光谷软件园,清江山水,地铁：距2号线金融港北站2300米
880,8,34995-D,4室1卫,3/24层,北,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1460,19,34867-C,4室1卫,14/33层,西南,江夏区,光谷火车站,统建天成美景,"地铁：距11号线,2号线光谷火车站站400米"
1100,11,35801-C,4室1卫,19/32层,北,江夏区,光谷火车站,统建天成美雅,"地铁：距11号线,2号线光谷火车站站400米"
1160,12,34524-D,4室1卫,7/11层,北,武昌区,丁字桥路,滨湖名都城,地铁：距11号线丁字桥路站600米
1190,8,35656-C,4室1卫,4/4层,南,江夏区,金融港北,当代国际花园四期,地铁：距2号线金融港北站350米
1290,12,38029-B,3室1卫,6/44层,南,洪山区,杨家湾,三金雄楚天地,地铁：距2号线杨家湾站50米
1640,19,37647-B,3室1卫,22/33层,西南,江汉区,武汉商务区,泛海国际竹海园,"地铁：距3号线,7号线武汉商务区站750米"
1140,18,37783-C,3室1卫,7/11层,南,汉阳区,龙阳村,新澳蓝草坪,地铁：距3号线龙阳村站250米
1280,22,37019-A,5室1卫,17/32层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1310,15,40060-B,3室1卫,11/27层,南,洪山区,光谷广场,洪福添美城市广场,"地铁：距2号线,11号线光谷广场站950米"
900,9,40292-C,4室1卫,22/32层,北,汉阳区,王家湾(武汉),阳光城十里新城,"地铁：距3号线,4号线王家湾站550米"
1290,15,39992-C,3室1卫,18/32层,南,武昌区,岳家嘴,楚天都市雅园,地铁：距4号线岳家嘴站400米
1660,21,41453-B,4室1卫,8/18层,东,洪山区,铁机路,公务员小区(洪山区),地铁：距4号线铁机路站350米
1710,17,42519-C,4室1卫,31/34层,南,洪山区,光谷软件园,金地格林东郡,地铁：距11号线关山大道站1450米
1210,12,41239-A,3室1卫,25/30层,南,江夏区,佛祖岭,当代国际城,地铁：距2号线佛祖岭站300米
1440,12,42329-B,3室1卫,11/28层,东,江汉区,友谊路,江城华庭,地铁：距1号线友谊路站50米
1310,15,41162-A,3室1卫,1/33层,南,武昌区,东亭,锦绣中北,地铁：距4号线东亭站500米
1230,9,43318-A,2室1卫,20/24层,西南,江岸区,苗栗路,澳门银座,地铁：距6号线苗栗路站600米
1230,12,45385-C,3室1卫,9/32层,南,江夏区,秀湖,万科红郡,地铁：距2号线秀湖站1150米
1460,16,44304-C,3室1卫,18/25层,南,洪山区,光谷软件园,清江山水,地铁：距2号线金融港北站2300米
1240,19,45134-D,4室1卫,15/24层,西南,武昌区,武昌火车站,凯旋名邸,"地铁：距4号线,7号线,11号线,12号线武昌火车站站850米"
1810,22,47600-C,4室1卫,9/12层,东南,武昌区,汪家墩,长城嘉苑,"地铁：距8号线,12号线汪家墩站400米"
1110,17,44409-C,3室1卫,9/12层,西南,江汉区,汉口火车站,红旗公寓,地铁：距2号线汉口火车站站850米
1610,18,47768-B,3室1卫,16/28层,南,洪山区,杨家湾,保利华都,地铁：距2号线杨家湾站400米
1100,15,48465-A,4室1卫,11/32层,南,汉阳区,玉龙路,王家湾中央生活区,地铁：距4号线玉龙路站400米
1090,11,52527-C,4室1卫,17/33层,北,江夏区,佛祖岭,平安光谷春天,地铁：距2号线佛祖岭站400米
930,10,54309-D,5室1卫,7/18层,南,洪山区,平安路,南湖名都B,地铁：距12号线平安路站300米
1190,18,54828-A,3室1卫,14/34层,南,洪山区,平安路,保利中央公馆,地铁：距12号线平安路站300米
1260,10,54891-B,4室1卫,2/30层,南,江夏区,金融港北,当代国际花园二期,地铁：距2号线金融港北站250米
1230,20,55307-A,4室1卫,3/7层,东北,洪山区,光谷大道,金梭花园,地铁：距2号线光谷大道站650米
1150,20,54330-D,4室1卫,2/7层,南,江夏区,光谷火车站,光谷陆景苑,"地铁：距11号线,2号线光谷火车站站1100米"
950,11,58189-D,4室1卫,3/7层,北,洪山区,建安街,华锦花园三期,地铁：距7号线建安街站350米
1200,19,60057-A,4室1卫,5/7层,南,武昌区,梅苑小区,梅苑小区,地铁：距4号线梅苑小区站150米
1100,12,59596-C,4室1卫,3/6层,南,洪山区,光谷大道,金梭花园,地铁：距2号线光谷大道站650米
970,15,60831-C,4室1卫,3/7层,南,武昌区,瑞安街,江宏花园a区,地铁：距7号线瑞安街站50米
1080,20,60831-D,4室1卫,3/7层,南,武昌区,瑞安街,江宏花园a区,地铁：距7号线瑞安街站50米
1170,10,62601-C,4室1卫,4/8层,西北,洪山区,杨家湾,尚文创业城,地铁：距2号线杨家湾站200米
1330,21,64926-D,4室1卫,26/32层,西南,江岸区,二七路,航天双城,地铁：距1号线二七路站400米
1860,27,64535-C,4室1卫,5/31层,东,江岸区,循礼门,江都仕嘉,"地铁：距1号线,2号线循礼门站650米"
1130,10,65225-C,5室1卫,19/29层,东南,武昌区,丁字桥路,弘业俊园,地铁：距11号线丁字桥路站200米
1080,11,64923-C,3室1卫,13/21层,西,洪山区,光谷广场,洪福家园,"地铁：距2号线,11号线光谷广场站900米"
1690,18,63704-B,4室1卫,26/28层,南,洪山区,杨家湾,保利华都,地铁：距2号线杨家湾站400米
1150,11,66859-A,3室1卫,23/33层,南,洪山区,关山大道,光谷汇景,地铁：距11号线关山大道站700米
1540,22,66907-C,4室1卫,10/12层,南,洪山区,虎泉,学雅芳邻,"地铁：距2号线,11号线虎泉站800米"
1420,19,69823-C,3室1卫,2/7层,南,洪山区,洪山区政府,三鸿家园,地铁：距8号线洪山区政府站950米
1010,13,68988-B,3室1卫,24/45层,西南,江汉区,长港路,福星城北区,"地铁：距2号线,12号线长港路站750米"
1220,12,71410-D,4室1卫,13/31层,东南,洪山区,虎泉,领秀城,"地铁：距2号线,11号线虎泉站750米"
1090,23,63061-C,3室1卫,4/11层,东南,江汉区,汉口火车站,文锦苑,地铁：距2号线汉口火车站站750米
1140,16,68671-C,5室1卫,6/12层,东北,洪山区,佳园路,学府佳园,地铁：距2号线佳园路站400米
1150,12,72725-B,3室1卫,28/33层,南,江夏区,佛祖岭,平安光谷春天,地铁：距2号线佛祖岭站400米
1330,15,72605-B,4室1卫,13/20层,南,江汉区,取水楼,环亚大厦,地铁：距7号线取水楼站400米
1060,12,72754-B,3室1卫,26/45层,西南,武昌区,小龟山,姚家岭新城,"地铁：距2号线,12号线小龟山站250米"
1300,18,73301-B,3室1卫,27/33层,南,洪山区,光谷广场,金地天悦,地铁：距2号线杨家湾站1450米
960,17,64486-A,4室1卫,35/46层,南,汉阳区,港口村,纽宾凯汉city国际社区,地铁：距12号线港口村站300米
960,12,57839-E,5室1卫,12/17层,南,武昌区,徐东,欧洲花园,地铁：距8号线徐东站450米
1630,15,72523-D,4室1卫,21/22层,南,江岸区,循礼门,赏荷居,"地铁：距1号线,2号线循礼门站850米"
1250,11,73215-A,3室1卫,10/16层,北,江汉区,友谊路,江城华庭,地铁：距1号线友谊路站50米
970,10,74809-B,3室1卫,6/44层,南,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1070,16,76066-B,3室1卫,8/11层,东南,洪山区,建安街,华锦花园三期,地铁：距7号线建安街站350米
1050,14,75777-D,4室1卫,6/30层,北,汉阳区,玉龙路,王家湾中央生活区,地铁：距4号线玉龙路站400米
1550,24,76358-C,4室1卫,4/18层,南,江夏区,藏龙东街,中冶创业苑,地铁：距2号线藏龙东街站150米
1120,7,76743-A,4室1卫,26/31层,西北,江岸区,循礼门,江都仕嘉,"地铁：距1号线,2号线循礼门站650米"
1200,20,74345-A,5室1卫,42/48层,南,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
950,11,77660-C,4室1卫,2/6层,西,江夏区,佛祖岭,藏龙新城,地铁：距2号线佛祖岭站1100米
1190,8,78013-C,3室1卫,2/6层,北,江夏区,金融港北,当代国际花园二期,地铁：距2号线金融港北站250米
1280,15,78500-D,4室1卫,7/45层,南,洪山区,关山大道,五角西岸,地铁：距11号线关山大道站900米
1110,12,80136-C,4室1卫,2/6层,南,江夏区,藏龙东街,凤凰花园三期,地铁：距2号线藏龙东街站350米
950,11,79694-C,3室1卫,2/23层,南,江夏区,佛祖岭,当代卡梅尔小镇,地铁：距2号线佛祖岭站1350米
910,10,117692-D,4室1卫,10/48层,北,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1400,15,119829-B,4室1卫,3/19层,东,武昌区,螃蟹岬,友谊国际沙湖苑,"地铁：距2号线,7号线螃蟹岬站550米"
970,12,120996-C,4室1卫,19/49层,东,江汉区,汉口火车站,远洋心汉口御峰,地铁：距2号线汉口火车站站1000米
1230,12,123348-B,3室1卫,13/32层,东,洪山区,光谷广场,健龙尚谷杰座一期,"地铁：距2号线,11号线光谷广场站650米"
1040,14,122306-D,4室1卫,30/34层,北,汉阳区,龙阳村,汉阳人信汇,地铁：距3号线龙阳村站150米
1000,8,128924-C,4室1卫,23/33层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1210,12,129312-A,4室1卫,13/23层,东,江汉区,中山公园,福星城市花园,地铁：距2号线中山公园站800米
930,7,129409-A,4室1卫,5/34层,北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1300,11,130656-A,3室1卫,25/40层,南,洪山区,关山大道,保利时代,地铁：距11号线关山大道站750米
1250,10,130945-A,5室1卫,9/32层,北,武昌区,小龟山,星海虹城2期,"地铁：距2号线,12号线小龟山站250米"
1070,9,130185-D,4室1卫,30/34层,东北,江夏区,黄龙山路,光谷悦城,地铁：距2号线黄龙山路站950米
910,12,130764-C,4室1卫,26/30层,北,汉阳区,玉龙路,王家湾中央生活区,地铁：距4号线玉龙路站400米
1160,9,131817-B,4室1卫,15/30层,南,洪山区,光谷软件园,中建康城,地铁：距2号线金融港北站1600米
1540,14,131965-B,3室1卫,26/43层,东南,武昌区,楚河汉街,中国铁建1818中心,地铁：距4号线楚河汉街站150米
990,9,132449-A,3室1卫,4/33层,东,武昌区,徐东,汉飞滨江国际,地铁：距8号线徐东站350米
930,5,133649-C,4室1卫,27/43层,北,江汉区,青年路(武汉),汉口新界广场,地铁：距2号线青年路站350米
1000,8,134584-A,4室1卫,5/42层,北,武昌区,小龟山,姚家岭新城,"地铁：距2号线,12号线小龟山站250米"
1220,18,134768-C,3室1卫,10/18层,东,洪山区,文昌路,宝安璞园二期,地铁：距8号线文昌路站800米
900,10,135100-B,5室1卫,46/46层,北,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1230,12,134157-B,4室1卫,4/19层,西南,武昌区,武昌火车站,凯旋名邸,"地铁：距4号线,7号线,11号线,12号线武昌火车站站850米"
840,7,134762-D,4室1卫,7/46层,西,硚口区,双墩,时代新世界,"地铁：距3号线,12号线双墩站100米"
1100,12,134927-B,4室1卫,11/38层,南,江汉区,汉口火车站,福星城南区,地铁：距2号线汉口火车站站800米
1000,11,136132-A,4室1卫,18/47层,南,硚口区,宗关,中建御景星城,"地铁：距1号线,3号线宗关站750米"
1230,18,136132-D,4室1卫,18/47层,南,硚口区,宗关,中建御景星城,"地铁：距1号线,3号线宗关站750米"
1020,9,136091-A,4室1卫,26/48层,北,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1140,17,136764-A,3室1卫,16/18层,南,洪山区,洪山区政府,丽岛柳园,地铁：距8号线洪山区政府站950米
1050,11,137729-B,4室1卫,3/7层,北,洪山区,珞雄路,当代花园东方巴黎苑,地铁：距2号线珞雄路站950米
1520,18,138581-B,4室1卫,15/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
860,6,138901-B,4室1卫,41/47层,南,江汉区,唐家墩,顶琇国际城,地铁：距6号线唐家墩站200米
1140,9,140121-A,3室1卫,6/29层,北,武昌区,积玉桥,锦江国际城,地铁：距2号线积玉桥站150米
1090,13,139094-A,4室1卫,26/33层,南,江汉区,石桥(武汉),江汉人家,地铁：距6号线石桥站650米
1330,12,142869-B,3室1卫,3/7层,西,洪山区,光谷软件园,长城坐标城,地铁：距2号线黄龙山路站1600米
1600,18,140466-B,4室1卫,29/33层,南,江夏区,佛祖岭,平安光谷春天,地铁：距2号线佛祖岭站400米
1440,20,142145-A,3室1卫,3/21层,南,武昌区,丁字桥路,百瑞景中央生活区一期,地铁：距11号线丁字桥路站500米
1160,19,143542-D,4室1卫,9/24层,北,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1690,21,131303-B,4室1卫,52/55层,南,洪山区,华中科技大学,琨瑜府,地铁：距2号线华中科技大学站450米
1960,24,146182-C,4室1卫,4/31层,南,洪山区,珞雄路,康桥小区,地铁：距2号线珞雄路站600米
1390,15,146881-C,3室1卫,33/33层,北,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1260,16,149845-A,4室1卫,8/25层,西南,江汉区,三眼桥,香港路浅水湾,地铁：距6号线三眼桥站100米
